"Date","Price","Open","High","Low","Vol.","Change %"
"17-12-2024","1,615.30","1,650.50","1,658.65","1,608.50","6.18M","-2.84%"
"16-12-2024","1,662.55","1,681.75","1,687.00","1,660.15","4.38M","-1.14%"
"13-12-2024","1,681.75","1,618.00","1,685.00","1,606.80","12.90M","4.42%"
"12-12-2024","1,610.55","1,578.50","1,617.90","1,578.50","13.12M","1.55%"
"11-12-2024","1,586.00","1,588.00","1,588.00","1,571.20","3.85M","0.47%"
"10-12-2024","1,578.65","1,610.55","1,611.85","1,570.05","14.65M","-1.49%"
"09-12-2024","1,602.55","1,595.90","1,605.90","1,589.05","4.26M","0.29%"
"06-12-2024","1,597.85","1,618.00","1,624.65","1,594.80","4.30M","-1.08%"
"05-12-2024","1,615.35","1,600.00","1,622.05","1,585.35","10.32M","1.97%"
"04-12-2024","1,584.10","1,629.75","1,630.50","1,582.40","8.77M","-2.25%"
"03-12-2024","1,620.55","1,652.90","1,652.90","1,613.15","9.13M","-1.40%"
"02-12-2024","1,643.60","1,627.15","1,646.20","1,617.20","3.79M","1.01%"
"29-11-2024","1,627.15","1,551.15","1,648.90","1,551.15","10.78M","4.28%"
"28-11-2024","1,560.40","1,571.00","1,588.50","1,556.95","6.71M","-1.09%"
"27-11-2024","1,577.65","1,569.15","1,583.75","1,554.15","4.98M","0.03%"
"26-11-2024","1,577.25","1,590.00","1,604.85","1,566.00","4.03M","-0.10%"
"25-11-2024","1,578.75","1,581.95","1,609.25","1,562.55","12.16M","0.60%"
"22-11-2024","1,569.30","1,533.00","1,575.00","1,520.20","7.64M","2.89%"
"21-11-2024","1,525.15","1,538.00","1,542.05","1,511.00","7.36M","-0.02%"
"19-11-2024","1,525.50","1,537.00","1,558.00","1,519.30","6.24M","-0.75%"
"18-11-2024","1,537.00","1,568.95","1,568.95","1,529.45","4.82M","-0.87%"
"14-11-2024","1,550.50","1,550.00","1,568.00","1,536.55","5.14M","0.00%"
"13-11-2024","1,550.45","1,559.90","1,572.50","1,546.35","5.82M","-0.33%"
"12-11-2024","1,555.65","1,568.80","1,595.00","1,550.10","4.48M","-0.31%"
"11-11-2024","1,560.55","1,561.00","1,581.60","1,551.80","3.66M","-0.60%"
"08-11-2024","1,569.90","1,571.00","1,579.50","1,558.85","3.10M","-0.37%"
"07-11-2024","1,575.80","1,595.95","1,608.55","1,569.65","5.16M","-1.44%"
"06-11-2024","1,598.80","1,583.00","1,610.75","1,566.50","6.63M","1.29%"
"05-11-2024","1,578.40","1,583.25","1,593.90","1,566.00","6.47M","-0.81%"
"04-11-2024","1,591.25","1,619.15","1,623.85","1,573.05","6.09M","-1.56%"
"01-11-2024","1,616.45","1,620.00","1,626.35","1,605.35","279.44K","0.24%"
"31-10-2024","1,612.60","1,634.00","1,638.80","1,602.15","4.92M","-1.27%"
"30-10-2024","1,633.35","1,627.80","1,651.00","1,617.80","4.62M","-0.23%"
"29-10-2024","1,637.10","1,650.50","1,667.95","1,610.00","6.99M","-1.58%"
"28-10-2024","1,663.35","1,658.15","1,677.85","1,645.65","2.81M","-0.16%"
"25-10-2024","1,666.00","1,681.10","1,684.75","1,655.85","3.43M","-0.74%"
"24-10-2024","1,678.45","1,687.00","1,693.00","1,657.40","3.67M","-0.44%"
"23-10-2024","1,685.80","1,690.00","1,701.35","1,680.10","2.76M","-0.38%"
"22-10-2024","1,692.25","1,692.00","1,712.90","1,687.35","3.07M","-0.02%"
"21-10-2024","1,692.55","1,705.55","1,708.95","1,662.00","3.84M","-0.90%"
"18-10-2024","1,707.85","1,710.00","1,716.10","1,685.20","4.15M","0.39%"
"17-10-2024","1,701.15","1,736.75","1,737.95","1,694.40","4.37M","-1.89%"
"16-10-2024","1,733.95","1,720.00","1,742.25","1,717.10","3.30M","0.97%"
"15-10-2024","1,717.25","1,708.00","1,732.75","1,699.95","5.89M","1.28%"
"14-10-2024","1,695.60","1,686.00","1,710.05","1,679.35","2.07M","0.49%"
"11-10-2024","1,687.40","1,678.10","1,690.25","1,658.65","2.37M","0.55%"
"10-10-2024","1,678.10","1,686.60","1,698.95","1,665.00","5.05M","0.00%"
"09-10-2024","1,678.10","1,666.75","1,704.60","1,661.05","3.41M","1.25%"
"08-10-2024","1,657.45","1,662.60","1,679.50","1,652.00","5.22M","-0.28%"
"07-10-2024","1,662.05","1,651.00","1,670.00","1,642.45","5.39M","1.29%"
"04-10-2024","1,640.90","1,670.05","1,686.70","1,630.15","8.58M","-1.95%"
"03-10-2024","1,673.45","1,665.00","1,695.00","1,665.00","7.20M","-1.49%"
"01-10-2024","1,698.70","1,705.00","1,722.85","1,696.00","3.65M","-0.63%"
"30-09-2024","1,709.55","1,714.00","1,733.00","1,704.20","6.91M","-1.44%"
"27-09-2024","1,734.60","1,755.20","1,763.45","1,722.50","7.12M","-2.06%"
"26-09-2024","1,771.10","1,770.00","1,779.00","1,746.15","7.42M","0.61%"
"25-09-2024","1,760.40","1,755.55","1,766.90","1,745.00","4.02M","0.21%"
"24-09-2024","1,756.65","1,752.00","1,767.55","1,746.10","7.58M","0.35%"
"23-09-2024","1,750.45","1,719.00","1,754.25","1,719.00","5.00M","2.26%"
"20-09-2024","1,711.75","1,671.00","1,723.40","1,666.00","21.65M","2.82%"
"19-09-2024","1,664.85","1,647.70","1,711.70","1,647.70","8.50M","0.60%"
"18-09-2024","1,654.90","1,655.20","1,670.95","1,647.85","3.17M","-0.41%"
"17-09-2024","1,661.75","1,650.00","1,666.05","1,638.50","4.22M","1.61%"
"16-09-2024","1,635.45","1,634.45","1,652.95","1,630.10","3.76M","0.06%"
"13-09-2024","1,634.45","1,651.00","1,654.90","1,631.05","5.61M","-0.75%"
"12-09-2024","1,646.75","1,596.15","1,652.80","1,590.10","12.20M","4.37%"
"11-09-2024","1,577.80","1,578.45","1,598.90","1,574.45","5.99M","0.00%"
"10-09-2024","1,577.85","1,545.15","1,586.00","1,545.15","6.16M","2.28%"
"09-09-2024","1,542.65","1,523.25","1,546.75","1,523.25","3.91M","0.22%"
"06-09-2024","1,539.25","1,552.80","1,555.60","1,530.20","5.50M","-0.51%"
"05-09-2024","1,547.20","1,559.00","1,563.00","1,541.50","5.65M","-0.94%"
"04-09-2024","1,561.90","1,558.00","1,566.00","1,542.00","5.21M","0.08%"
"03-09-2024","1,560.60","1,579.00","1,579.00","1,558.60","4.55M","-0.68%"
"02-09-2024","1,571.35","1,605.00","1,605.00","1,565.50","4.89M","-1.11%"
"30-08-2024","1,589.05","1,576.00","1,608.40","1,561.60","37.82M","1.48%"
"29-08-2024","1,565.90","1,565.00","1,571.70","1,545.95","8.04M","0.61%"
"28-08-2024","1,556.35","1,527.95","1,564.50","1,521.65","6.23M","2.21%"
"27-08-2024","1,522.75","1,518.00","1,526.35","1,502.00","3.97M","0.61%"
"26-08-2024","1,513.55","1,509.00","1,520.70","1,505.00","4.31M","0.45%"
"23-08-2024","1,506.75","1,493.00","1,510.00","1,479.35","6.24M","1.37%"
"22-08-2024","1,486.35","1,473.70","1,499.90","1,465.00","6.78M","1.56%"
"21-08-2024","1,463.45","1,453.00","1,466.60","1,447.70","6.18M","0.99%"
"20-08-2024","1,449.15","1,480.00","1,484.75","1,446.50","10.05M","-1.39%"
"19-08-2024","1,469.65","1,487.00","1,489.10","1,464.30","4.40M","-0.94%"
"16-08-2024","1,483.55","1,480.00","1,491.00","1,468.10","7.18M","0.81%"
"14-08-2024","1,471.70","1,453.10","1,480.10","1,453.10","5.89M","0.82%"
"13-08-2024","1,459.70","1,468.00","1,478.40","1,450.35","4.50M","0.08%"
"12-08-2024","1,458.60","1,466.00","1,477.50","1,445.00","4.03M","-0.38%"
"09-08-2024","1,464.10","1,465.00","1,482.00","1,457.30","3.62M","0.85%"
"08-08-2024","1,451.80","1,435.00","1,466.50","1,430.00","5.99M","0.70%"
"07-08-2024","1,441.75","1,452.00","1,454.90","1,422.60","5.70M","-0.12%"
"06-08-2024","1,443.55","1,483.10","1,492.90","1,431.10","8.25M","-1.51%"
"05-08-2024","1,465.70","1,482.00","1,488.00","1,451.50","5.11M","-1.88%"
"02-08-2024","1,493.80","1,494.10","1,505.15","1,483.60","3.34M","-0.78%"
"01-08-2024","1,505.50","1,485.00","1,511.00","1,485.00","4.53M","0.94%"
"31-07-2024","1,491.55","1,477.85","1,504.15","1,473.15","5.63M","1.44%"
"30-07-2024","1,470.35","1,484.40","1,484.90","1,464.05","4.26M","-0.74%"
"29-07-2024","1,481.35","1,525.00","1,525.00","1,477.05","4.59M","-2.18%"
"26-07-2024","1,514.40","1,450.25","1,520.00","1,449.15","9.56M","4.50%"
"25-07-2024","1,449.15","1,445.00","1,454.00","1,440.10","4.28M","-0.42%"
"24-07-2024","1,455.20","1,466.00","1,475.60","1,436.55","4.53M","-0.72%"
"23-07-2024","1,465.70","1,470.00","1,470.00","1,428.45","2.94M","0.02%"
"22-07-2024","1,465.40","1,450.00","1,472.00","1,449.05","3.56M","0.25%"
"19-07-2024","1,461.75","1,480.00","1,480.00","1,451.95","3.86M","-1.48%"
"18-07-2024","1,483.65","1,466.00","1,485.95","1,459.05","6.47M","1.17%"
"16-07-2024","1,466.50","1,452.00","1,473.30","1,445.00","6.97M","2.01%"
"15-07-2024","1,437.60","1,433.25","1,440.00","1,426.05","3.32M","0.30%"
"12-07-2024","1,433.25","1,442.00","1,447.60","1,421.45","6.34M","-0.33%"
"11-07-2024","1,437.95","1,450.00","1,450.85","1,428.00","4.18M","-0.49%"
"10-07-2024","1,445.05","1,441.00","1,448.75","1,426.15","3.42M","0.66%"
"09-07-2024","1,435.55","1,436.00","1,441.65","1,428.15","2.90M","0.03%"
"08-07-2024","1,435.15","1,431.00","1,438.85","1,423.15","3.26M","0.38%"
"05-07-2024","1,429.70","1,422.50","1,433.60","1,416.85","4.88M","0.47%"
"04-07-2024","1,423.05","1,418.00","1,441.10","1,411.50","9.57M","0.23%"
"03-07-2024","1,419.85","1,427.95","1,432.40","1,408.45","8.26M","0.06%"
"02-07-2024","1,418.95","1,462.00","1,473.40","1,417.00","7.79M","-2.41%"
"01-07-2024","1,454.00","1,450.00","1,466.80","1,449.25","6.01M","0.69%"
"28-06-2024","1,444.05","1,536.25","1,536.25","1,436.65","29.15M","-2.15%"
"27-06-2024","1,475.80","1,464.00","1,489.00","1,440.05","19.68M","1.12%"
"26-06-2024","1,459.50","1,414.95","1,479.95","1,408.95","9.58M","3.15%"
"25-06-2024","1,414.95","1,434.00","1,434.00","1,409.85","6.35M","-0.34%"
"24-06-2024","1,419.80","1,402.00","1,423.80","1,389.35","6.20M","0.26%"
"21-06-2024","1,416.05","1,384.95","1,423.95","1,372.85","43.93M","2.53%"
"20-06-2024","1,381.15","1,405.95","1,406.95","1,376.25","8.74M","-0.80%"
"19-06-2024","1,392.35","1,433.95","1,434.80","1,388.30","8.64M","-2.52%"
"18-06-2024","1,428.35","1,444.00","1,444.00","1,418.00","8.67M","0.07%"
"14-06-2024","1,427.40","1,434.00","1,434.00","1,420.95","3.98M","0.12%"
"13-06-2024","1,425.75","1,449.00","1,455.95","1,420.45","7.99M","-0.88%"
"12-06-2024","1,438.40","1,425.00","1,447.85","1,422.10","4.88M","0.78%"
"11-06-2024","1,427.25","1,426.00","1,434.60","1,413.00","4.42M","0.08%"
"10-06-2024","1,426.05","1,421.05","1,436.65","1,421.05","5.32M","0.06%"
"07-06-2024","1,425.25","1,370.60","1,430.65","1,363.15","12.28M","3.99%"
"06-06-2024","1,370.60","1,359.00","1,376.25","1,329.00","10.28M","1.95%"
"05-06-2024","1,344.35","1,325.65","1,348.75","1,279.85","12.18M","3.44%"
"04-06-2024","1,299.70","1,391.10","1,397.00","1,219.05","19.92M","-6.57%"
"03-06-2024","1,391.10","1,415.30","1,420.45","1,385.00","6.02M","1.34%"
"31-05-2024","1,372.75","1,380.00","1,388.00","1,338.00","24.83M","-0.32%"
"30-05-2024","1,377.15","1,378.80","1,386.45","1,363.50","7.10M","0.00%"
"29-05-2024","1,377.10","1,355.50","1,390.25","1,355.50","4.45M","0.44%"
"28-05-2024","1,371.05","1,384.80","1,386.95","1,366.90","2.07M","-0.96%"
"27-05-2024","1,384.35","1,396.00","1,407.00","1,378.00","6.55M","-0.30%"
"24-05-2024","1,388.50","1,375.50","1,397.75","1,374.05","5.62M","1.05%"
"23-05-2024","1,374.05","1,350.75","1,377.30","1,344.30","7.15M","1.94%"
"22-05-2024","1,347.90","1,342.15","1,351.00","1,329.55","3.03M","0.27%"
"21-05-2024","1,344.30","1,356.00","1,362.75","1,335.75","5.42M","-0.26%"
"18-05-2024","1,347.75","1,347.95","1,351.00","1,341.45","149.41K","0.25%"
"17-05-2024","1,344.45","1,353.60","1,360.00","1,339.25","6.61M","-0.05%"
"16-05-2024","1,345.10","1,328.00","1,356.85","1,321.30","11.93M","2.69%"
"15-05-2024","1,309.90","1,281.55","1,318.25","1,280.50","6.89M","1.99%"
"14-05-2024","1,284.30","1,290.55","1,299.90","1,280.70","3.26M","-0.13%"
"13-05-2024","1,285.95","1,301.15","1,302.90","1,281.40","3.70M","-1.17%"
"10-05-2024","1,301.15","1,275.05","1,308.50","1,271.75","5.53M","2.01%"
"09-05-2024","1,275.45","1,283.00","1,295.30","1,270.05","4.81M","-1.02%"
"08-05-2024","1,288.60","1,276.15","1,299.40","1,274.70","2.68M","0.19%"
"07-05-2024","1,286.15","1,286.35","1,294.45","1,271.00","5.77M","0.21%"
"06-05-2024","1,283.40","1,275.00","1,298.45","1,273.20","5.56M","0.47%"
"03-05-2024","1,277.40","1,306.00","1,310.50","1,258.15","11.29M","-2.04%"
"02-05-2024","1,304.05","1,315.25","1,319.90","1,293.60","8.00M","-1.38%"
"30-04-2024","1,322.30","1,323.15","1,334.80","1,319.95","5.27M","-0.76%"
"29-04-2024","1,332.45","1,324.50","1,346.00","1,320.00","3.20M","0.49%"
"26-04-2024","1,326.00","1,338.00","1,345.70","1,322.00","5.29M","-0.95%"
"25-04-2024","1,338.70","1,331.00","1,343.80","1,324.35","8.51M","0.17%"
"24-04-2024","1,336.40","1,352.00","1,354.00","1,333.55","6.28M","-0.44%"
"23-04-2024","1,342.35","1,310.00","1,351.00","1,302.10","12.07M","3.45%"
"22-04-2024","1,297.55","1,304.00","1,305.40","1,288.25","7.89M","0.66%"
"19-04-2024","1,289.00","1,280.00","1,296.50","1,253.35","13.10M","1.84%"
"18-04-2024","1,265.75","1,220.00","1,281.85","1,215.80","19.94M","4.05%"
"16-04-2024","1,216.45","1,223.90","1,233.95","1,212.05","5.24M","-0.66%"
"15-04-2024","1,224.55","1,210.60","1,235.00","1,210.35","4.28M","-0.08%"
"12-04-2024","1,225.55","1,226.10","1,231.85","1,219.55","7.88M","-0.31%"
"10-04-2024","1,229.40","1,213.25","1,230.70","1,208.75","6.44M","2.07%"
"09-04-2024","1,204.45","1,214.95","1,214.95","1,198.30","3.37M","-0.02%"
"08-04-2024","1,204.70","1,188.00","1,210.55","1,183.10","4.83M","1.15%"
"05-04-2024","1,191.00","1,205.90","1,211.35","1,188.95","4.23M","-1.31%"
"04-04-2024","1,206.85","1,231.95","1,233.00","1,201.30","7.33M","-1.54%"
"03-04-2024","1,225.70","1,195.00","1,240.60","1,189.45","9.53M","1.44%"
"02-04-2024","1,208.25","1,225.00","1,227.75","1,203.20","3.63M","-0.75%"
"01-04-2024","1,217.35","1,228.00","1,231.90","1,208.00","5.46M","-0.92%"
"28-03-2024","1,228.60","1,226.95","1,238.50","1,220.30","10.52M","0.31%"
"27-03-2024","1,224.80","1,210.55","1,228.25","1,210.55","5.78M","0.96%"
"26-03-2024","1,213.10","1,225.00","1,234.00","1,210.00","10.90M","-1.86%"
"22-03-2024","1,236.10","1,226.95","1,245.00","1,222.00","7.84M","1.25%"
"21-03-2024","1,220.80","1,238.00","1,242.90","1,214.10","9.95M","-0.89%"
"20-03-2024","1,231.80","1,228.25","1,239.00","1,223.65","6.60M","0.28%"
"19-03-2024","1,228.35","1,216.20","1,240.40","1,214.60","7.70M","0.25%"
"18-03-2024","1,225.30","1,225.00","1,230.55","1,215.20","4.14M","0.43%"
"15-03-2024","1,220.00","1,190.00","1,222.80","1,187.85","10.12M","2.13%"
"14-03-2024","1,194.60","1,173.95","1,199.70","1,163.55","8.57M","2.21%"
"13-03-2024","1,168.75","1,212.00","1,212.00","1,151.70","7.53M","-2.95%"
"12-03-2024","1,204.25","1,200.00","1,208.00","1,197.80","4.25M","0.64%"
"11-03-2024","1,196.60","1,186.00","1,218.30","1,186.00","6.68M","-0.26%"
"07-03-2024","1,199.70","1,209.85","1,213.60","1,189.45","8.90M","0.50%"
"06-03-2024","1,193.70","1,173.95","1,196.60","1,157.35","5.46M","2.12%"
"05-03-2024","1,168.90","1,133.05","1,179.75","1,133.05","5.38M","3.12%"
"04-03-2024","1,133.50","1,132.00","1,149.25","1,132.00","5.86M","0.04%"
"02-03-2024","1,133.00","1,124.05","1,134.25","1,124.00","133.65K","0.38%"
"01-03-2024","1,128.70","1,128.00","1,140.75","1,117.40","5.93M","0.48%"
"29-02-2024","1,123.35","1,118.85","1,137.95","1,099.00","13.82M","-0.48%"
"28-02-2024","1,128.75","1,133.40","1,152.65","1,123.50","5.30M","0.11%"
"27-02-2024","1,127.50","1,113.00","1,131.00","1,101.30","7.15M","1.57%"
"26-02-2024","1,110.05","1,118.10","1,125.90","1,104.35","3.19M","-1.39%"
"23-02-2024","1,125.75","1,127.00","1,131.85","1,115.30","6.71M","-0.86%"
"22-02-2024","1,135.55","1,137.60","1,138.75","1,097.65","8.64M","-0.38%"
"21-02-2024","1,139.90","1,155.00","1,159.15","1,132.60","4.57M","-0.35%"
"20-02-2024","1,143.95","1,145.00","1,151.60","1,135.00","5.40M","0.15%"
"19-02-2024","1,142.20","1,121.05","1,145.00","1,118.35","4.71M","1.98%"
"16-02-2024","1,120.00","1,124.00","1,127.05","1,116.85","3.09M","-0.06%"
"15-02-2024","1,120.70","1,122.30","1,131.45","1,109.40","5.06M","0.43%"
"14-02-2024","1,115.85","1,110.00","1,121.15","1,104.70","4.65M","-0.18%"
"13-02-2024","1,117.85","1,111.00","1,125.00","1,103.80","3.21M","-0.08%"
"12-02-2024","1,118.70","1,122.90","1,129.00","1,111.30","3.89M","-0.14%"
"09-02-2024","1,120.25","1,145.95","1,145.95","1,116.25","4.20M","-1.92%"
"08-02-2024","1,142.15","1,144.40","1,146.50","1,116.20","6.52M","0.69%"
"07-02-2024","1,134.30","1,138.80","1,148.25","1,131.80","2.77M","0.02%"
"06-02-2024","1,134.05","1,125.00","1,156.10","1,123.00","9.86M","1.84%"
"05-02-2024","1,113.55","1,154.35","1,159.65","1,110.00","7.81M","-3.24%"
"02-02-2024","1,150.80","1,155.00","1,175.20","1,145.30","4.97M","-0.03%"
"01-02-2024","1,151.20","1,165.05","1,170.20","1,148.95","3.61M","-1.67%"
"31-01-2024","1,170.70","1,159.00","1,175.05","1,146.20","5.98M","1.04%"
"30-01-2024","1,158.65","1,162.15","1,180.85","1,154.55","3.90M","-0.30%"
"29-01-2024","1,162.15","1,158.00","1,169.75","1,158.00","4.02M","0.14%"
"25-01-2024","1,160.55","1,186.00","1,200.65","1,157.05","11.42M","-2.47%"
"24-01-2024","1,189.95","1,140.10","1,194.00","1,140.10","9.55M","2.76%"
"23-01-2024","1,158.00","1,145.00","1,172.55","1,135.00","18.19M","3.05%"
"20-01-2024","1,123.75","1,128.05","1,139.25","1,118.75","1.92M","-0.11%"
"19-01-2024","1,125.00","1,091.00","1,136.35","1,089.80","11.75M","3.49%"
"18-01-2024","1,087.05","1,075.20","1,096.00","1,075.20","4.41M","0.17%"
"17-01-2024","1,085.25","1,092.00","1,108.95","1,078.80","4.57M","-0.97%"
"16-01-2024","1,095.90","1,107.00","1,117.00","1,093.00","5.03M","-0.59%"
"15-01-2024","1,102.40","1,078.05","1,104.70","1,074.55","3.31M","2.42%"
"12-01-2024","1,076.35","1,058.10","1,078.55","1,051.60","3.39M","1.27%"
"11-01-2024","1,062.85","1,065.75","1,073.90","1,057.35","2.60M","0.01%"
"10-01-2024","1,062.70","1,066.95","1,073.30","1,055.30","3.11M","-0.17%"
"09-01-2024","1,064.50","1,057.00","1,067.90","1,048.05","3.37M","1.47%"
"08-01-2024","1,049.05","1,050.00","1,059.00","1,045.25","4.49M","0.23%"
"05-01-2024","1,046.60","1,053.80","1,063.65","1,038.95","4.01M","-0.12%"
"04-01-2024","1,047.90","1,035.25","1,058.80","1,027.55","4.66M","1.23%"
"03-01-2024","1,035.20","1,031.95","1,037.00","1,021.35","3.60M","1.32%"
"02-01-2024","1,021.70","1,017.40","1,025.45","1,016.00","6.87M","0.85%"
"01-01-2024","1,013.05","1,031.95","1,031.95","1,007.00","3.80M","-1.86%"
"29-12-2023","1,032.20","1,033.15","1,043.25","1,024.40","4.63M","-0.43%"
"28-12-2023","1,036.70","1,023.90","1,041.95","1,022.20","5.29M","1.52%"
"27-12-2023","1,021.20","1,000.00","1,024.05","998.00","4.79M","2.14%"
"26-12-2023","999.85","995.00","1,002.50","989.65","2.46M","1.04%"
"22-12-2023","989.55","981.90","998.95","975.55","4.61M","1.19%"
"21-12-2023","977.90","968.00","981.55","960.00","4.29M","0.65%"
"20-12-2023","971.55","992.90","993.65","969.00","3.99M","-1.71%"
"19-12-2023","988.45","995.45","997.95","985.90","3.91M","-0.18%"
"18-12-2023","990.25","995.00","998.80","982.15","5.75M","-0.23%"
"15-12-2023","992.55","999.65","1,010.85","988.25","10.12M","-1.26%"
"14-12-2023","1,005.20","1,006.00","1,011.20","999.15","6.54M","0.53%"
"13-12-2023","999.90","993.20","1,002.00","991.50","4.15M","0.47%"
"12-12-2023","995.25","999.25","1,000.85","987.00","7.12M","-0.56%"
"11-12-2023","1,000.85","996.10","1,004.60","992.05","6.20M","0.06%"
"08-12-2023","1,000.25","998.70","1,004.00","991.30","6.63M","0.03%"
"07-12-2023","1,000.00","1,015.00","1,019.70","998.00","13.81M","-2.39%"
"06-12-2023","1,024.45","1,029.10","1,035.00","1,013.45","4.12M","-0.64%"
"05-12-2023","1,031.10","1,038.80","1,045.95","1,022.10","4.27M","-0.17%"
"04-12-2023","1,032.90","1,036.00","1,044.00","1,025.20","5.16M","1.79%"
"01-12-2023","1,014.70","1,015.00","1,022.55","1,008.20","5.54M","0.00%"
"30-11-2023","1,014.70","995.00","1,018.20","992.70","9.93M","1.94%"
"29-11-2023","995.40","995.90","1,007.10","990.95","5.65M","1.07%"
"28-11-2023","984.90","974.05","988.00","971.20","5.10M","1.21%"
"24-11-2023","973.15","975.00","977.15","971.00","2.32M","-0.36%"
"23-11-2023","976.65","970.00","981.00","963.70","2.75M","0.71%"
"22-11-2023","969.75","974.30","976.30","965.95","3.31M","-0.11%"
"21-11-2023","970.85","967.00","976.35","961.00","5.70M","0.98%"
"20-11-2023","961.40","949.00","964.30","941.95","4.65M","1.49%"
"17-11-2023","947.30","948.80","954.00","946.00","3.25M","-0.24%"
"16-11-2023","949.55","949.00","953.90","943.25","5.31M","-0.05%"
"15-11-2023","950.00","948.00","952.70","936.20","4.82M","1.60%"
"13-11-2023","935.00","938.00","940.30","933.80","1.66M","-0.32%"
"12-11-2023","938.00","940.00","940.00","933.70","174.77K","0.27%"
"10-11-2023","935.50","929.00","937.00","929.00","1.35M","0.34%"
"09-11-2023","932.35","936.75","937.30","930.55","3.91M","-0.47%"
"08-11-2023","936.75","941.80","941.80","934.40","1.81M","-0.04%"
"07-11-2023","937.15","936.05","938.95","932.45","3.62M","-0.22%"
"06-11-2023","939.20","934.20","940.70","930.00","2.76M","0.91%"
"03-11-2023","930.75","925.00","933.70","922.20","3.90M","0.75%"
"02-11-2023","923.85","920.00","925.95","916.40","6.61M","1.14%"
"01-11-2023","913.45","903.00","914.55","895.45","4.82M","-0.10%"
"31-10-2023","914.40","920.30","923.55","912.40","5.70M","-1.28%"
"30-10-2023","926.25","914.80","931.95","910.35","3.69M","1.27%"
"27-10-2023","914.60","910.75","918.40","906.45","3.51M","1.00%"
"26-10-2023","905.50","921.65","924.60","900.05","6.60M","-1.85%"
"25-10-2023","922.60","924.60","939.65","919.00","6.37M","-1.78%"
"23-10-2023","939.30","941.60","949.10","937.00","2.18M","-0.62%"
"20-10-2023","945.20","937.80","947.50","937.00","3.13M","0.24%"
"19-10-2023","942.95","945.80","951.30","941.35","4.31M","-1.04%"
"18-10-2023","952.85","953.00","958.90","950.65","2.33M","-0.08%"
"17-10-2023","953.65","946.55","960.25","946.00","3.86M","0.75%"
"16-10-2023","946.55","957.95","958.75","943.85","1.88M","-0.80%"
"13-10-2023","954.20","946.30","955.95","946.30","4.42M","0.41%"
"12-10-2023","950.35","955.60","956.80","947.00","5.54M","-0.55%"
"11-10-2023","955.60","948.50","956.80","948.00","5.65M","0.76%"
"10-10-2023","948.35","924.55","954.05","921.05","7.90M","2.57%"
"09-10-2023","924.55","918.00","928.05","916.55","2.25M","-0.16%"
"06-10-2023","926.05","929.20","929.20","924.30","2.42M","-0.30%"
"05-10-2023","928.85","925.05","929.60","919.40","7.06M","0.50%"
"04-10-2023","924.25","918.30","925.95","918.30","5.60M","-0.11%"
"03-10-2023","925.30","918.25","928.25","916.05","4.34M","-0.12%"
"29-09-2023","926.40","932.00","936.40","921.80","5.61M","0.08%"
"28-09-2023","925.65","926.00","932.00","918.60","7.39M","0.59%"
"27-09-2023","920.25","914.95","921.05","907.45","4.71M","0.83%"
"26-09-2023","912.70","910.00","920.95","908.00","5.36M","0.25%"
"25-09-2023","910.40","912.00","913.35","902.05","5.28M","-0.11%"
"22-09-2023","911.40","917.95","922.35","903.80","6.11M","-0.71%"
"21-09-2023","917.95","910.20","920.15","903.35","4.90M","0.80%"
"20-09-2023","910.70","911.00","919.30","904.80","5.24M","-1.03%"
"18-09-2023","920.20","929.40","935.80","918.00","2.98M","-1.70%"
"15-09-2023","936.15","912.60","948.70","910.00","14.00M","2.32%"
"14-09-2023","914.95","920.30","920.60","910.10","5.51M","-0.02%"
"13-09-2023","915.15","888.05","918.00","885.55","5.22M","2.78%"
"12-09-2023","890.40","894.90","896.50","885.00","4.11M","-0.04%"
"11-09-2023","890.80","888.00","892.30","883.60","2.73M","0.56%"
"08-09-2023","885.85","881.80","890.65","878.15","3.74M","1.21%"
"07-09-2023","875.30","880.30","883.70","873.15","4.53M","-0.57%"
"06-09-2023","880.30","867.15","882.40","865.80","4.24M","1.66%"
"05-09-2023","865.90","863.10","867.80","858.40","2.22M","0.07%"
"04-09-2023","865.30","865.75","869.45","859.70","3.10M","-0.08%"
"01-09-2023","865.95","853.15","867.55","852.75","4.43M","1.12%"
"31-08-2023","856.40","855.50","859.50","847.05","12.53M","-0.16%"
"30-08-2023","857.75","859.85","862.60","856.45","3.26M","0.30%"
"29-08-2023","855.20","870.00","870.00","848.50","14.06M","-1.74%"
"28-08-2023","870.35","874.05","875.75","865.85","3.09M","-0.36%"
"25-08-2023","873.50","869.45","875.95","861.10","3.12M","0.47%"
"24-08-2023","869.45","873.00","874.70","864.20","2.84M","0.15%"
"23-08-2023","868.15","877.00","877.00","866.80","1.86M","-1.08%"
"22-08-2023","877.65","871.00","879.95","866.20","3.33M","0.65%"
"21-08-2023","871.95","855.65","874.00","854.10","3.22M","1.83%"
"18-08-2023","856.25","856.70","862.00","852.25","4.93M","-0.05%"
"17-08-2023","856.70","857.20","859.85","850.00","3.01M","-0.03%"
"16-08-2023","856.95","870.00","874.00","853.20","3.96M","-1.16%"
"14-08-2023","867.05","870.50","870.60","857.60","2.67M","-0.40%"
"11-08-2023","870.55","872.00","873.70","865.00","2.81M","-0.49%"
"10-08-2023","874.80","882.00","883.90","868.20","3.44M","-1.01%"
"09-08-2023","883.70","885.00","897.45","878.80","3.19M","-0.19%"
