"Date","Price","Open","High","Low","Vol.","Change %"
"08-08-2023","885.40","892.00","894.30","880.45","3.28M","-0.67%"
"07-08-2023","891.40","885.15","900.55","884.10","4.09M","0.20%"
"04-08-2023","889.65","869.00","892.95","866.20","7.07M","2.06%"
"03-08-2023","871.70","875.00","882.05","865.10","4.64M","-0.73%"
"02-08-2023","878.10","883.20","890.65","872.60","3.33M","-1.52%"
"01-08-2023","891.65","894.50","897.40","888.15","2.09M","0.20%"
"31-07-2023","889.90","894.00","897.80","885.25","4.42M","-0.58%"
"28-07-2023","895.10","899.90","899.90","890.55","2.31M","-0.01%"
"27-07-2023","895.15","889.35","901.40","888.15","3.45M","0.65%"
"26-07-2023","889.40","886.50","896.50","883.30","2.85M","0.65%"
"25-07-2023","883.65","888.00","894.70","879.10","3.65M","-0.51%"
"24-07-2023","888.15","885.00","892.60","880.80","4.13M","0.24%"
"21-07-2023","886.00","878.10","891.90","874.80","7.00M","0.13%"
"20-07-2023","884.85","871.00","886.70","868.00","3.78M","1.62%"
"19-07-2023","870.75","875.45","877.00","867.20","6.64M","-0.54%"
"18-07-2023","875.45","877.05","880.20","863.15","4.73M","-0.30%"
"17-07-2023","878.10","886.00","896.65","876.00","5.61M","-0.95%"
"14-07-2023","886.50","885.00","890.25","879.65","3.86M","0.16%"
"13-07-2023","885.05","891.35","893.30","883.25","4.23M","-0.55%"
"12-07-2023","889.95","889.95","895.70","883.10","3.03M","-0.22%"
"11-07-2023","891.90","890.00","893.15","886.30","3.35M","0.73%"
"10-07-2023","885.40","867.00","889.60","865.00","4.31M","1.72%"
"07-07-2023","870.45","865.00","883.60","862.50","18.76M","0.09%"
"06-07-2023","869.65","864.35","877.90","863.45","6.37M","0.35%"
"05-07-2023","866.65","868.00","871.00","863.05","4.28M","0.17%"
"04-07-2023","865.15","873.80","873.80","853.30","7.40M","-1.59%"
"03-07-2023","879.15","880.00","884.15","874.60","3.33M","0.05%"
"30-06-2023","878.75","880.00","883.00","867.05","5.22M","0.75%"
"28-06-2023","872.20","869.50","873.60","863.60","6.27M","0.84%"
"27-06-2023","864.90","856.50","871.35","853.60","5.53M","1.52%"
"26-06-2023","851.95","857.35","857.35","846.35","4.43M","-0.33%"
"23-06-2023","854.80","844.00","862.75","841.35","7.67M","1.42%"
"22-06-2023","842.80","836.70","843.50","834.70","4.38M","0.45%"
"21-06-2023","839.00","832.00","840.75","830.40","3.02M","0.94%"
"20-06-2023","831.20","828.10","833.70","826.85","2.69M","0.37%"
"19-06-2023","828.15","840.00","840.00","827.50","3.02M","-1.15%"
"16-06-2023","837.80","822.50","840.00","820.80","4.91M","0.98%"
"15-06-2023","829.70","827.00","833.80","824.20","3.87M","0.21%"
"14-06-2023","827.95","832.00","833.95","819.00","5.11M","-0.77%"
"13-06-2023","834.35","838.10","844.00","832.75","3.22M","-0.24%"
"12-06-2023","836.35","834.85","843.10","831.75","1.57M","0.34%"
"09-06-2023","833.50","838.55","839.80","828.95","3.33M","-0.30%"
"08-06-2023","836.00","847.70","849.40","834.55","4.05M","-0.98%"
"07-06-2023","844.25","828.90","847.50","827.25","4.11M","1.78%"
"06-06-2023","829.45","834.50","838.25","826.15","2.72M","-0.61%"
"05-06-2023","834.50","838.50","841.35","832.15","5.30M","-0.24%"
"02-06-2023","836.50","832.80","839.30","826.95","6.83M","1.03%"
"01-06-2023","827.95","837.95","837.95","823.00","9.71M","-2.58%"
"31-05-2023","849.90","819.00","888.75","818.00","47.34M","3.84%"
"30-05-2023","818.45","821.25","826.35","812.80","5.15M","-0.34%"
"29-05-2023","821.25","829.40","829.40","818.00","3.68M","0.40%"
"26-05-2023","817.95","827.90","829.35","813.40","6.15M","-0.58%"
"25-05-2023","822.70","799.60","825.50","797.85","9.57M","2.66%"
"24-05-2023","801.40","802.90","802.90","795.00","9.10M","0.18%"
"23-05-2023","799.95","808.95","808.95","797.95","6.52M","-0.24%"
"22-05-2023","801.85","801.00","804.00","799.50","10.00M","-0.48%"
"19-05-2023","805.75","799.35","808.35","793.25","3.43M","0.80%"
"18-05-2023","799.35","797.95","803.00","794.65","11.38M","0.90%"
"17-05-2023","792.25","788.00","797.65","783.90","6.53M","0.62%"
"16-05-2023","787.35","800.85","801.25","784.00","4.85M","-1.22%"
"15-05-2023","797.05","793.00","802.50","789.55","7.57M","0.64%"
"12-05-2023","791.95","787.50","793.70","784.50","2.58M","0.42%"
"11-05-2023","788.60","794.55","794.55","783.70","4.81M","-0.94%"
"10-05-2023","796.05","797.00","797.55","788.05","2.74M","0.31%"
"09-05-2023","793.60","796.90","798.35","790.50","2.49M","-0.02%"
"08-05-2023","793.75","789.90","795.30","785.20","2.49M","0.82%"
"05-05-2023","787.30","789.10","790.95","780.25","1.44M","-0.23%"
"04-05-2023","789.10","779.30","792.70","773.65","2.46M","1.26%"
"03-05-2023","779.30","794.50","794.50","777.20","3.91M","-1.38%"
"02-05-2023","790.20","800.25","806.80","788.55","6.30M","-1.14%"
"28-04-2023","799.30","789.85","802.05","787.20","6.57M","1.63%"
"27-04-2023","786.50","772.00","789.20","771.35","4.13M","1.69%"
"26-04-2023","773.45","779.90","779.90","767.10","5.06M","0.11%"
"25-04-2023","772.60","764.95","777.00","761.75","5.77M","1.62%"
"24-04-2023","760.25","765.20","767.40","755.65","5.27M","-0.65%"
"21-04-2023","765.20","769.60","775.25","764.45","4.52M","-0.92%"
"20-04-2023","772.30","764.00","773.75","762.60","2.36M","1.00%"
"19-04-2023","764.65","761.35","766.85","756.00","3.43M","0.64%"
"18-04-2023","759.75","765.00","765.00","752.55","4.05M","0.01%"
"17-04-2023","759.65","789.00","789.00","754.35","9.08M","-0.96%"
"13-04-2023","767.05","770.00","771.15","765.45","4.29M","-0.53%"
"12-04-2023","771.10","774.00","774.55","765.10","3.79M","-0.39%"
"11-04-2023","774.15","776.00","776.00","768.15","3.49M","0.57%"
"10-04-2023","769.75","768.95","776.30","766.45","1.70M","0.50%"
"06-04-2023","765.95","762.60","768.70","759.10","1.78M","0.33%"
"05-04-2023","763.45","768.00","768.00","756.00","3.20M","0.38%"
"03-04-2023","760.55","755.00","761.90","752.05","2.12M","1.54%"
"31-03-2023","749.00","752.15","753.00","742.05","5.80M","0.73%"
"29-03-2023","743.60","751.00","754.90","738.85","4.89M","-0.65%"
"28-03-2023","748.45","765.60","765.60","742.80","4.17M","-1.75%"
"27-03-2023","761.75","763.00","769.70","759.35","2.26M","-0.09%"
"24-03-2023","762.45","763.55","767.00","758.85","2.34M","-0.14%"
"23-03-2023","763.55","758.00","765.80","756.85","2.45M","0.91%"
"22-03-2023","756.70","761.00","763.20","753.15","2.68M","-0.03%"
"21-03-2023","756.95","760.00","766.00","755.15","5.33M","0.28%"
"20-03-2023","754.80","754.95","759.80","748.80","3.57M","-0.32%"
"17-03-2023","757.25","750.00","759.45","739.15","9.31M","1.51%"
"16-03-2023","745.95","750.00","759.00","743.50","7.47M","-1.41%"
"15-03-2023","756.65","758.00","765.55","752.50","8.10M","-1.96%"
"14-03-2023","771.80","764.00","776.75","764.00","3.75M","0.85%"
"13-03-2023","765.30","777.45","777.80","763.15","3.45M","-1.09%"
"10-03-2023","773.75","773.00","778.95","768.20","4.11M","0.05%"
"09-03-2023","773.40","795.00","795.00","770.20","5.24M","0.89%"
"08-03-2023","766.55","764.00","769.90","760.70","3.55M","-0.01%"
"06-03-2023","766.60","766.70","775.90","765.10","4.60M","0.29%"
"03-03-2023","764.40","745.00","765.90","743.55","5.76M","3.28%"
"02-03-2023","740.10","751.00","751.80","735.80","4.91M","-1.35%"
"01-03-2023","750.20","742.40","753.45","741.00","3.74M","1.07%"
